,pressure_1,pressure_2,pressure_3,temperature_1,temperature_2,temperature_3,temperature_4,vibration,condition,timestamp,pump_id
0,160.67349166666625,109.46691350000005,1.9914753333333264,35.62198333333334,40.97876666666664,38.47101666666666,31.74525000000001,0.5769500000000001,0,2024-01-01 00:00:00,PUMP_001
1,160.60332000000074,109.3548903333334,1.9762343333333217,36.676966666666665,41.53276666666667,38.97896666666667,34.49386666666666,0.5658500000000001,0,2024-01-01 00:01:00,PUMP_001
2,160.34771999999944,109.15884466666672,1.9722239999999964,37.88080000000001,42.44245000000001,39.63194999999999,35.64615,0.5765333333333332,0,2024-01-01 00:02:00,PUMP_001
3,160.1880883333334,109.06480716666653,1.9465754999999827,38.87904999999999,43.40398333333333,40.40338333333335,36.579466666666654,0.5692666666666667,0,2024-01-01 00:03:00,PUMP_001
4,160.0004716666663,108.93143433333374,1.922706999999984,39.80391666666669,44.33275,41.310550000000006,37.4279,0.5773666666666666,0,2024-01-01 00:04:00,PUMP_001
5,159.9202100000004,108.8876816666672,1.91328449999999,40.65944999999999,45.17061666666665,42.12411666666665,38.21206666666665,0.5726833333333334,0,2024-01-01 00:05:00,PUMP_001
6,159.67267499999937,108.67646550000012,1.8880996666666647,41.46363333333333,45.94723333333334,42.88811666666665,38.93209999999999,0.5730333333333333,0,2024-01-01 00:06:00,PUMP_001
7,159.61445166666644,108.6517446666669,1.8748941666666623,42.215266666666665,46.66523333333335,43.51988333333331,39.55896666666667,0.5720000000000002,0,2024-01-01 00:07:00,PUMP_001
8,159.47574499999968,108.52973849999994,1.8581203333333367,42.89198333333331,47.339433333333325,44.201249999999966,40.08053333333334,0.5670666666666666,0,2024-01-01 00:08:00,PUMP_001
9,159.43799666666678,108.51088516666724,1.8410633333333355,43.532833333333336,47.98141666666667,44.79713333333333,40.61254999999999,0.5716833333333334,0,2024-01-01 00:09:00,PUMP_001
10,159.32175666666623,108.4378516666666,1.8324839999999945,44.10611666666664,48.58626666666667,45.36508333333331,41.10019999999997,0.5686999999999998,0,2024-01-01 00:10:00,PUMP_001
11,159.2351133333338,108.3167815,1.8256623333333328,44.63849999999999,49.11421666666664,45.92148333333333,41.56785000000001,0.5781499999999998,0,2024-01-01 00:11:00,PUMP_001
12,159.13514833333394,108.24107966666746,1.8158948333333331,45.1596,49.60216666666667,46.391066666666674,42.03833333333331,0.5842333333333335,0,2024-01-01 00:12:00,PUMP_001
13,159.08735166666705,108.21403683333382,1.8075149999999969,45.62873333333332,50.06426666666666,46.86816666666667,42.43971666666667,0.5885666666666669,0,2024-01-01 00:13:00,PUMP_001
14,158.985823333334,108.127403333334,1.8038094999999923,46.059183333333344,50.50908333333333,47.318266666666666,42.79893333333334,0.5824666666666666,0,2024-01-01 00:14:00,PUMP_001
15,158.8642400000003,108.03851166666696,1.8023994999999984,46.46225000000001,50.91523333333334,47.70863333333333,43.15196666666667,0.5823666666666666,0,2024-01-01 00:15:00,PUMP_001
16,158.81964166666717,107.98140900000072,1.7936563333333275,46.839566666666656,51.29886666666664,48.06265,43.44553333333334,0.5848999999999999,0,2024-01-01 00:16:00,PUMP_001
17,158.79358000000028,107.9549878333333,1.7949478333333269,47.152183333333326,51.653199999999984,48.44433333333333,43.732033333333305,0.5930833333333333,0,2024-01-01 00:17:00,PUMP_001
18,158.65068833333348,107.83698666666628,1.7934546666666664,47.46976666666668,51.996400000000015,48.74018333333336,44.044,0.6039000000000001,0,2024-01-01 00:18:00,PUMP_001
19,158.59539833333267,107.76220716666668,1.8003541666666618,47.75106666666668,52.31358333333333,49.08618333333334,44.30386666666665,0.60335,0,2024-01-01 00:19:00,PUMP_001
20,158.61717000000047,107.79408933333362,1.800437333333334,48.02619999999999,52.58476666666666,49.347150000000006,44.498483333333326,0.6186666666666666,0,2024-01-01 00:20:00,PUMP_001
21,158.57060333333317,107.73928499999984,1.7975006666666653,48.27095,52.84005000000001,49.62603333333335,44.66851666666666,0.6307000000000004,0,2024-01-01 00:21:00,PUMP_001
22,158.53252166666684,107.730178666667,1.7913808333333363,48.49956666666666,53.06208333333335,49.856116666666665,44.855266666666665,0.6217333333333335,0,2024-01-01 00:22:00,PUMP_001
23,158.50901166666603,107.7301693333336,1.7924931666666657,48.71131666666664,53.25635,50.07588333333332,45.05454999999999,0.6250333333333333,0,2024-01-01 00:23:00,PUMP_001
24,158.444608333334,107.71205083333352,1.792617499999999,48.91953333333334,53.4621,50.26948333333335,45.20803333333334,0.6333000000000002,0,2024-01-01 00:24:00,PUMP_001
25,158.33628166666787,107.59213533333364,1.73889516666666,49.11003333333334,53.673816666666646,50.52234999999999,45.32215000000001,0.6361166666666666,0,2024-01-01 00:25:00,PUMP_001
26,158.26508666666751,107.51676166666678,1.7311759999999956,49.31875,53.870583333333336,50.72119999999999,45.49631666666665,0.6377333333333333,0,2024-01-01 00:26:00,PUMP_001
27,158.25193833333446,107.48398466666728,1.740612833333339,49.49523333333335,54.05959999999998,50.91049999999998,45.53816666666665,0.6266999999999999,0,2024-01-01 00:27:00,PUMP_001
28,158.09042666666758,107.34845083333344,1.740557666666667,49.66363333333331,54.20558333333332,51.065333333333335,45.77081666666666,0.63505,0,2024-01-01 00:28:00,PUMP_001
29,157.95073500000058,107.23488649999996,1.7349649999999892,49.82441666666666,54.3848333333333,51.16253333333332,45.79908333333333,0.6339666666666663,0,2024-01-01 00:29:00,PUMP_001
30,157.95500000000015,107.22357700000003,1.7374009999999955,49.92826666666664,54.48656666666666,51.35018333333333,45.93225,0.6377833333333331,0,2024-01-01 00:30:00,PUMP_001
31,157.9004283333332,107.17943700000008,1.7334390000000013,50.03428333333332,54.60176666666668,51.49528333333335,46.07304999999999,0.6265999999999999,0,2024-01-01 00:31:00,PUMP_001
32,157.96926166666685,107.24081533333327,1.7371579999999924,50.16913333333336,54.722583333333326,51.57951666666666,46.08381666666666,0.6342499999999999,0,2024-01-01 00:32:00,PUMP_001
33,157.8799283333327,107.12953016666692,1.7336914999999875,50.28476666666669,54.86733333333332,51.73011666666665,46.20784999999999,0.6351833333333337,0,2024-01-01 00:33:00,PUMP_001
34,157.83447333333316,107.08963366666674,1.732460166666663,50.38808333333332,54.98786666666667,51.8691,46.36218333333336,0.6517333333333332,0,2024-01-01 00:34:00,PUMP_001
35,157.7994866666665,107.07464450000025,1.7251653333333263,50.501483333333326,55.08979999999998,51.95345,46.35541666666667,0.6418499999999997,0,2024-01-01 00:35:00,PUMP_001
36,157.7686100000001,107.01590383333372,1.7241554999999935,50.59571666666666,55.21276666666667,52.05933333333336,46.48551666666666,0.6413,0,2024-01-01 00:36:00,PUMP_001
37,157.76164166666638,107.01763666666687,1.7163973333333309,50.67221666666667,55.29843333333333,52.14393333333335,46.57316666666666,0.6397333333333332,0,2024-01-01 00:37:00,PUMP_001
38,157.83084333333264,107.082773,1.7233014999999947,50.71944999999999,55.35195,52.29423333333333,46.65569999999999,0.6484666666666669,0,2024-01-01 00:38:00,PUMP_001
39,157.7376016666663,106.98629400000064,1.730677999999999,50.814416666666666,55.45013333333333,52.3344,46.58028333333333,0.630733333333333,0,2024-01-01 00:39:00,PUMP_001
40,157.7906416666665,107.04378300000062,1.7351098333333277,50.90516666666668,55.54883333333331,52.41903333333334,46.510100000000016,0.6316500000000002,0,2024-01-01 00:40:00,PUMP_001
41,157.69486333333333,106.969304,1.7331998333333274,50.97944999999999,55.60164999999998,52.49253333333333,46.75795000000001,0.6349833333333331,0,2024-01-01 00:41:00,PUMP_001
42,157.65831166666703,106.9178375000001,1.7281376666666666,51.06951666666665,55.68198333333332,52.53968333333332,46.80316666666666,0.6306666666666667,0,2024-01-01 00:42:00,PUMP_001
43,157.63319333333342,106.92725850000052,1.7272038333333246,51.11586666666664,55.73405000000002,52.64298333333336,46.80361666666667,0.63965,0,2024-01-01 00:43:00,PUMP_001
44,157.59208166666625,106.90547450000044,1.7351356666666655,51.193216666666665,55.79246666666669,52.719516666666685,46.90495000000001,0.6396,0,2024-01-01 00:44:00,PUMP_001
45,157.58220166666675,106.88391383333364,1.7355376666666638,51.21803333333333,55.84343333333334,52.791566666666654,46.92588333333335,0.6409500000000001,0,2024-01-01 00:45:00,PUMP_001
46,157.58094333333372,106.88588216666696,1.7254746666666627,51.28616666666666,55.90363333333334,52.857,46.96061666666669,0.6575333333333332,0,2024-01-01 00:46:00,PUMP_001
47,157.56419666666633,106.84422833333316,1.7243855000000012,51.34835,55.98213333333332,52.88723333333334,46.91843333333333,0.6304666666666668,0,2024-01-01 00:47:00,PUMP_001
48,157.56483999999944,106.86601483333324,1.7140006666666558,51.39461666666667,56.03313333333334,52.93271666666667,46.97998333333335,0.6288333333333337,0,2024-01-01 00:48:00,PUMP_001
49,157.57419999999954,106.90339783333364,1.7126374999999914,51.46833333333334,56.08488333333332,52.99711666666665,47.009116666666685,0.6278166666666667,0,2024-01-01 00:49:00,PUMP_001
50,157.6129716666669,106.91734300000032,1.7199308333333316,51.52106666666666,56.16261666666665,53.03020000000001,46.98943333333335,0.6350666666666668,0,2024-01-01 00:50:00,PUMP_001
51,157.54615833333372,106.8686801666664,1.7225358333333196,51.56841666666666,56.20379999999999,53.12176666666666,47.15835,0.6599,0,2024-01-01 00:51:00,PUMP_001
52,157.53197166666655,106.83982216666678,1.7172071666666622,51.61326666666667,56.2712,53.13821666666667,47.17971666666665,0.6257000000000001,0,2024-01-01 00:52:00,PUMP_001
53,157.5261916666674,106.83489949999992,1.7212993333333224,51.65735,56.32339999999998,53.13991666666666,47.10108333333335,0.6337166666666668,0,2024-01-01 00:53:00,PUMP_001
54,157.6302933333331,106.92785816666692,1.73232316666667,51.700700000000005,56.366866666666645,53.235733333333314,47.14253333333336,0.6483833333333338,0,2024-01-01 00:54:00,PUMP_001
55,157.54221166666616,106.85180449999996,1.7315649999999945,51.74394999999999,56.38601666666664,53.28374999999996,47.29310000000002,0.6352000000000001,0,2024-01-01 00:55:00,PUMP_001
56,157.50518166666652,106.8049330000004,1.729341999999994,51.76063333333333,56.41868333333331,53.345950000000016,47.382466666666666,0.6404833333333336,0,2024-01-01 00:56:00,PUMP_001
57,157.51768666666703,106.82720516666694,1.7297331666666576,51.7932,56.47676666666668,53.3475,47.32886666666668,0.6380499999999999,0,2024-01-01 00:57:00,PUMP_001
58,157.4809050000001,106.78475733333312,1.7237744999999909,51.84589999999999,56.52831666666667,53.37795000000003,47.17096666666668,0.6441999999999998,0,2024-01-01 00:58:00,PUMP_001
59,157.49671666666663,106.80555149999972,1.7270596666666649,51.881283333333336,56.57346666666669,53.38676666666666,47.33593333333332,0.6434500000000002,0,2024-01-01 00:59:00,PUMP_001
